上櫃公布注意有價證券資訊 
期間:115/01/01~115/04/09，查詢範圍:全部上櫃有價證券
編號,證券代號,證券名稱,注意交易資訊,公告日期,收盤價,本益比
"396","6588","東典光電","最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達101.05%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達143.84%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達236.04%(第二款)","115/03/17","95.10","N/A"
"397","6640","均華","最近六個營業日(含當日)累積之最後成交價漲幅達29.38%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣183元(第一款)當日週轉率達5.51%(第四款)","115/03/17","1075.00","84.31"
"398","6683","雍智科技","最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達160.38%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達166.36%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達185.36%(第二款)","115/03/17","1160.00","75.23"
"399","6727","亞泰金屬","最近六個營業日(含當日)累積之最後成交價漲幅達49.18%(第一款)當日週轉率達13.22%(第四款)","115/03/17","293.00","43.09"
"400","68941","衛司特一","最近六個營業日(含當日)累積之最後成交價漲幅達40.92%(第一款)","115/03/17","166.00","N/A"
"401","702114","台燿中信56購01","最近六個營業日(含當日)累積之最後成交價漲幅達38.4%(第一款)","115/03/17","3.27","N/A"
"402","7717","萊德光電-KY","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣131元(第十一款)","115/03/17","681.00","111.09"
"403","7734","印能科技","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣205元(第十一款)","115/03/17","1785.00","53.28"
"404","7751","竑騰","最近六個營業日(含當日)累積之最後成交價漲幅達28.78%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣240元(第一款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達194.72%(第二款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣240元(第十一款)","115/03/17","1425.00","69.51"
"405","8064","東捷","最近六個營業日(含當日)累積之最後成交價漲幅達29.85%，當日週轉率達10.91%(第四款)","115/03/17","65.80","48.38"
"406","8088","品安","最近六個營業日(含當日)之累積週轉率為100.88%，當日週轉率達27.67%(第十款)","115/03/17","59.20","34.82"
"407","8240","華宏","最近六個營業日(含當日)累積之最後成交價漲幅達33.49%(第一款)當日週轉率達6.17%(第四款)華南永昌證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為31.85%(第五款)","115/03/17","54.20","24.86"
"408","8472","夠麻吉","最近六個營業日(含當日)累積之最後成交價漲幅達32.64%(第一款)","115/03/17","82.10","N/A"
"409","30371","欣興一","最近六個營業日(含當日)累積之最後成交價漲幅達24.5%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣94元(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣94元(第十一款)","115/03/16","334.00","N/A"
"410","3093","港建*","最近六個營業日(含當日)累積之最後成交價漲幅達37.54%(第一款)當日之成交量較最近六十個營業日日平均成交量放大5.37倍(第三款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為47.21%，凱基證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為39.3%(第五款)","115/03/16","44.60","36.56"
"411","3163","波若威","最近六個營業日(含當日)累積之最後成交價漲幅達30.47%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達158.06%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167.03%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達295.06%(第二款)當日週轉率達9.04%(第四款)當日本益比為154.34、股價淨值比為25.16且為其所屬產業類別股價淨值比之4.19倍(第六款)","115/03/16","960.00","154.34"
"412","31672","大量二","最近六個營業日(含當日)累積之最後成交價漲幅達23.56%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣48元(第一款)","115/03/16","215.00","N/A"
"413","3260","威剛","最近六個營業日(含當日)累積之最後成交價漲幅達32.98%(第一款)當日週轉率達8.8%(第四款)","115/03/16","395.00","17.04"
"414","3363","上詮","當日本益比為3,937.50、股價淨值比為25.61且為其所屬產業類別股價淨值比之4.26倍、當日週轉率達6.62%(第六款)","115/03/16","630.00","3937.50"
"415","3491","昇達科","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣175元(第十一款)","115/03/16","1355.00","173.05"
"416","3555","博士旺","最近六個營業日(含當日)累積之最後成交價漲幅達38.93%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達116.28%(第二款)","115/03/16","178.00","139.06"
"417","3693","營邦","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣103元(第十一款)","115/03/16","489.00","31.55"
"418","4973","廣穎","最近六個營業日(含當日)累積之最後成交價漲幅達59.5%(第一款)當日週轉率達30.3%(第四款)","115/03/16","73.90","35.02"
"419","5289","宜鼎","最近六個營業日(含當日)累積之最後成交價漲幅達28.62%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣237元(第一款)","115/03/16","1060.00","48.80"
"420","5340","建榮","當日本益比為98.32、股價淨值比為9.94且為其所屬產業類別股價淨值比之3.04倍、當日週轉率達5.72%、單一投資人當日賣出該有價證券之成交金額達1.34億元，且占當日該有價證券之總成交金額10.27%(第六款)","115/03/16","117.00","98.32"
"421","5351","鈺創","最近六個營業日(含當日)累積之最後成交價漲幅達32.02%(第一款)當日週轉率達14.78%(第四款)","115/03/16","70.10","N/A"
"422","5386","青雲","最近六個營業日(含當日)累積之最後成交價漲幅達30.6%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達303.03%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達364.95%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達379.16%(第二款)","115/03/16","345.00","40.07"
"423","5475","德宏","當日本益比為N/A、股價淨值比為30.84且為其所屬產業類別股價淨值比之9.46倍、當日週轉率達5.76%、福邦證券公司當日賣出該有價證券之成交金額達2.16億元，且占當日該有價證券之總成交金額14.38%、單一投資人當日賣出該有價證券之成交金額達5.26億元，且占當日該有價證券之總成交金額34.89%(第六款)","115/03/16","202.00","N/A"
"424","6103","合邦","最近六個營業日(含當日)累積之最後成交價漲幅達38.51%(第一款)","115/03/16","49.70","N/A"
"425","6187","萬潤","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣201元(第十一款)","115/03/16","732.00","47.35"
"426","61875","萬潤五","最近六個營業日(含當日)累積之最後成交價漲幅達23.55%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣73元(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣73元(第十一款)","115/03/16","267.00","N/A"
"427","6265","方土昶","最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達224.26%(第二款)","115/03/16","44.10","64.85"
"428","6291","沛亨","最近六個營業日(含當日)累積之最後成交價漲幅達26.41%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣92元(第一款)","115/03/16","340.50","51.59"
"429","6683","雍智科技","最近六個營業日(含當日)累積之最後成交價漲幅達23.43%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣233元(第一款)","115/03/16","1130.00","73.28"
"430","67152","嘉基二","最近六個營業日(含當日)累積之最後成交價漲幅達31.96%(第一款)","115/03/16","193.00","N/A"
"431","6727","亞泰金屬","最近六個營業日(含當日)累積之最後成交價漲幅達37.24%(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣104元(第十一款)","115/03/16","287.00","42.21"
"432","68941","衛司特一","最近六個營業日(含當日)累積之最後成交價漲幅達50.92%(第一款)","115/03/16","166.00","N/A"
"433","700843","世界統一5C購01","最近六個營業日(含當日)累積之最後成交價跌幅達28.85%，統一證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為70.18%，統一證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為47.15%(第五款)","115/03/16","0.43","N/A"
"434","738906","群聯永豐56購01","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣83元(第十一款)","115/03/16","298.00","N/A"
"435","8096","擎亞","最近六個營業日(含當日)累積之最後成交價漲幅達31.12%(第一款)當日週轉率達18.58%(第四款)","115/03/16","83.20","93.48"
"436","1785","光洋科","最近六個營業日(含當日)累積之最後成交價漲幅達27.79%，當日週轉率達6.46%(第四款)","115/03/13","82.00","34.89"
"437","3093","港建*","最近六個營業日(含當日)累積之最後成交價漲幅達37.41%(第一款)當日之成交量較最近六十個營業日日平均成交量放大6.02倍(第三款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為41.19%(第五款)","115/03/13","40.55","33.24"
"438","3163","波若威","最近六個營業日(含當日)累積之最後成交價漲幅達23.06%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣165元(第一款)","115/03/13","888.00","142.77"
"439","31672","大量二","最近六個營業日(含當日)累積之最後成交價漲幅達32.04%(第一款)","115/03/13","232.00","N/A"
"440","3555","博士旺","最近六個營業日(含當日)累積之最後成交價漲幅達36.95%(第一款)","115/03/13","162.00","126.56"
"441","3663","鑫科","最近六個營業日(含當日)累積之最後成交價漲幅達28.99%，當日週轉率達15.63%(第四款)","115/03/13","74.00","N/A"
"442","4542","科嶠","當日本益比為136.72、股價淨值比為8.38且為其所屬產業類別股價淨值比之2.46倍、當日週轉率達13.61%(第六款)","115/03/13","175.00","136.72"
"443","4973","廣穎","最近六個營業日(含當日)累積之最後成交價漲幅達47.55%(第一款)當日週轉率達31.97%(第四款)","115/03/13","67.20","31.85"
"444","5289","宜鼎","最近六個營業日(含當日)累積之最後成交價漲幅達27.66%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣210元(第一款)","115/03/13","1015.00","46.73"
"445","5340","建榮","當日本益比為100.84、股價淨值比為10.2且為其所屬產業類別股價淨值比之3倍、當日週轉率達6.95%(第六款)","115/03/13","120.00","100.84"
"446","5386","青雲","最近六個營業日(含當日)累積之最後成交價漲幅達30.66%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達271.15%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達304.63%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達341.01%(第二款)","115/03/13","314.00","36.47"
