主鍵,交易日期,時間,股票代號,股票名稱,股票排名,累計買進張數,累計賣出張數,累計買賣超,時段買進張數,時段賣出張數,時段買賣超,時段買超,時段買超差,時段賣超,時段賣超差,時段買超家數,時段賣超家數,買超率,賣超率
2026/1/2-10-6265,2026/1/2,10,6265,方土昶,1,32678,34244,-1566,32678,34244,-1566,5709,,7275,,4,6,0.17,0.22
2026/1/2-10-8358,2026/1/2,10,8358,金居,2,21582,24637,-3055,21582,24637,-3055,242,,3297,,3,7,0.01,0.15
2026/1/2-10-1815,2026/1/2,10,1815,富喬,3,22538,24022,-1484,22538,24022,-1484,4968,,6452,,5,5,0.21,0.29
2026/1/2-10-5351,2026/1/2,10,5351,鈺創,4,25002,22277,2725,25002,22277,2725,7119,,4394,,5,5,0.32,0.18
2026/1/2-10-3264,2026/1/2,10,3264,欣銓,5,20663,21880,-1217,20663,21880,-1217,1713,,2930,,5,5,0.08,0.14
2026/1/2-10-3624,2026/1/2,10,3624,光頡,6,19531,20804,-1273,19531,20804,-1273,1692,,2965,,4,6,0.08,0.15
2026/1/2-10-6127,2026/1/2,10,6127,九豪,7,11940,11329,611,11940,11329,611,1643,,1032,,4,6,0.15,0.09
2026/1/2-10-3236,2026/1/2,10,3236,千如,8,7974,8608,-634,7974,8608,-634,474,,1108,,4,6,0.06,0.14
2026/1/2-10-4979,2026/1/2,10,4979,華星光,9,7930,8316,-386,7930,8316,-386,719,,1105,,5,5,0.09,0.14
2026/1/2-10-8064,2026/1/2,10,8064,東捷,10,7034,7306,-272,7034,7306,-272,585,,857,,4,6,0.08,0.12
2026/1/2-10-8431,2026/1/2,10,8431,匯鑽科,11,5709,6171,-462,5709,6171,-462,645,,1107,,4,6,0.10,0.19
2026/1/2-10-8043,2026/1/2,10,8043,蜜望實,12,5260,5514,-254,5260,5514,-254,391,,645,,5,5,0.07,0.12
2026/1/2-10-5452,2026/1/2,10,5452,佶優,13,5570,5050,520,5570,5050,520,773,,253,,6,4,0.15,0.05
2026/1/2-10-3402,2026/1/2,10,3402,漢科,14,4653,5210,-557,4653,5210,-557,668,,1225,,4,6,0.13,0.26
2026/1/2-10-8096,2026/1/2,10,8096,擎亞,15,4774,4657,117,4774,4657,117,733,,616,,4,6,0.16,0.13
2026/1/2-10-6548,2026/1/2,10,6548,長科*,16,4429,4487,-58,4429,4487,-58,641,,699,,5,5,0.14,0.16
2026/1/2-10-3105,2026/1/2,10,3105,穩懋,17,4289,4264,25,4289,4264,25,908,,883,,5,5,0.21,0.21
2026/1/2-10-8074,2026/1/2,10,8074,鉅橡,18,4244,4388,-144,4244,4388,-144,818,,962,,3,7,0.19,0.23
2026/1/2-10-6173,2026/1/2,10,6173,信昌電,19,3986,4316,-330,3986,4316,-330,471,,801,,4,6,0.11,0.20
2026/1/2-10-3455,2026/1/2,10,3455,由田,20,4195,4007,188,4195,4007,188,849,,661,,5,5,0.21,0.16
2026/1/2-10-3709,2026/1/2,10,3709,鑫聯大投控,21,4424,4137,287,4424,4137,287,1324,,1037,,4,6,0.32,0.23
2026/1/2-10-1785,2026/1/2,10,1785,光洋科,22,3724,3881,-157,3724,3881,-157,539,,696,,4,6,0.14,0.19
2026/1/2-10-5328,2026/1/2,10,5328,華容,23,3339,3120,219,3339,3120,219,989,,770,,4,6,0.32,0.23
2026/1/2-10-6163,2026/1/2,10,6163,華電網,24,3553,3343,210,3553,3343,210,612,,402,,5,5,0.18,0.11
2026/1/2-10-4772,2026/1/2,10,4772,台特化,25,3118,2969,149,3118,2969,149,600,,451,,4,6,0.20,0.14
2026/1/2-10-3363,2026/1/2,10,3363,上詮,26,3144,3065,79,3144,3065,79,661,,582,,5,5,0.22,0.19
2026/1/2-10-3663,2026/1/2,10,3663,鑫科,27,3093,3087,6,3093,3087,6,388,,382,,4,6,0.13,0.12
2026/1/2-10-5386,2026/1/2,10,5386,青雲,28,2967,2782,185,2967,2782,185,628,,443,,5,5,0.23,0.15
2026/1/2-10-8042,2026/1/2,10,8042,金山電,29,3070,3109,-39,3070,3109,-39,240,,279,,6,4,0.08,0.09
2026/1/2-10-3680,2026/1/2,10,3680,家登,30,2993,2629,364,2993,2629,364,884,,520,,7,3,0.34,0.17
2026/1/2-11-6265,2026/1/2,11,6265,方土昶,1,38560,37316,1244,6304,5677,627,918,-4791,291,-6984,4,6,0.16,0.05
2026/1/2-11-8358,2026/1/2,11,8358,金居,2,27400,31106,-3706,5818,6469,-651,1539,1297,2190,-1107,3,7,0.24,0.38
2026/1/2-11-1815,2026/1/2,11,1815,富喬,3,29346,30447,-1101,7288,7629,-341,2649,-2319,2990,-3462,6,4,0.35,0.41
2026/1/2-11-3264,2026/1/2,11,3264,欣銓,4,26612,27517,-905,6933,6588,345,1969,256,1624,-1306,7,3,0.30,0.23
2026/1/2-11-3624,2026/1/2,11,3624,光頡,5,25180,26623,-1443,5649,5819,-170,620,-1072,790,-2175,5,5,0.11,0.14
2026/1/2-11-5351,2026/1/2,11,5351,鈺創,6,25947,22857,3090,945,580,365,923,-6196,558,-3836,1,7,1.59,0.59
2026/1/2-11-6127,2026/1/2,11,6127,九豪,7,13535,12454,1081,2004,1641,363,1211,-432,848,-184,2,8,0.74,0.42
2026/1/2-11-3236,2026/1/2,11,3236,千如,8,10273,11015,-742,2878,3171,-293,203,-271,496,-612,6,4,0.06,0.17
2026/1/2-11-4979,2026/1/2,11,4979,華星光,9,10053,10132,-79,2477,2225,252,608,-111,356,-749,7,3,0.27,0.14
2026/1/2-11-8064,2026/1/2,11,8064,東捷,10,8319,8426,-107,1532,1437,95,385,-200,290,-567,6,4,0.27,0.19
2026/1/2-11-6173,2026/1/2,11,6173,信昌電,11,7115,7926,-811,3615,3920,-305,348,-123,653,-148,5,5,0.09,0.18
2026/1/2-11-8074,2026/1/2,11,8074,鉅橡,12,7098,7464,-366,3091,3208,-117,392,-426,509,-453,5,5,0.12,0.16
2026/1/2-11-5452,2026/1/2,11,5452,佶優,13,7440,7204,236,2277,2517,-240,539,-234,779,526,5,5,0.21,0.34
2026/1/2-11-3402,2026/1/2,11,3402,漢科,14,6884,7356,-472,2231,2146,85,266,-402,181,-1044,4,6,0.12,0.08
2026/1/2-11-8043,2026/1/2,11,8043,蜜望實,15,6600,6860,-260,1340,1346,-6,176,-215,182,-463,5,5,0.13,0.14
2026/1/2-11-8431,2026/1/2,11,8431,匯鑽科,16,6549,7179,-630,840,1008,-168,84,-561,252,-855,4,6,0.08,0.30
2026/1/2-11-3105,2026/1/2,11,3105,穩懋,17,5439,5785,-346,1505,1908,-403,543,-365,946,63,5,5,0.28,0.63
2026/1/2-11-1785,2026/1/2,11,1785,光洋科,18,5507,5639,-132,1894,1961,-67,436,-103,503,-193,6,4,0.22,0.27
2026/1/2-11-8096,2026/1/2,11,8096,擎亞,19,5979,5650,329,1205,993,212,310,-423,98,-518,6,4,0.31,0.08
2026/1/2-11-6548,2026/1/2,11,6548,長科*,20,5855,5451,404,1639,1129,510,970,329,460,-239,3,7,0.86,0.28
2026/1/2-11-4772,2026/1/2,11,4772,台特化,21,5779,5034,745,2786,2282,504,931,331,427,-24,6,4,0.41,0.15
2026/1/2-11-6163,2026/1/2,11,6163,華電網,22,5720,5404,316,2507,2360,147,514,-98,367,-35,6,4,0.22,0.15
2026/1/2-11-5483,2026/1/2,11,5483,中美晶,23,5118,4859,259,5118,4859,259,1042,,783,,6,4,0.21,0.15
2026/1/2-11-5328,2026/1/2,11,5328,華容,24,4917,4698,219,1578,1578,0,495,-494,495,-275,4,6,0.31,0.31
2026/1/2-11-3689,2026/1/2,11,3689,湧德,25,4935,4756,179,4935,4756,179,776,,597,,4,6,0.16,0.12
2026/1/2-11-3455,2026/1/2,11,3455,由田,26,4746,4591,155,551,584,-33,106,-743,139,-522,6,4,0.18,0.25
2026/1/2-11-6274,2026/1/2,11,6274,台燿,27,3700,4109,-409,3700,4109,-409,1607,,2016,,6,4,0.39,0.54
2026/1/2-11-3663,2026/1/2,11,3663,鑫科,28,4253,4245,8,1289,1307,-18,261,-127,279,-103,3,7,0.20,0.22
2026/1/2-11-3709,2026/1/2,11,3709,鑫聯大投控,29,4678,4336,342,254,199,55,136,-1188,81,-956,4,4,0.68,0.32
2026/1/2-11-3363,2026/1/2,11,3363,上詮,30,3784,3693,91,771,803,-32,142,-519,174,-408,5,4,0.18,0.23
2026/1/2-12-6265,2026/1/2,12,6265,方土昶,1,40793,39395,1398,2233,2079,154,455,-463,301,10,5,5,0.22,0.13
2026/1/2-12-1815,2026/1/2,12,1815,富喬,2,36348,39103,-2755,8602,9082,-480,2475,-174,2955,-35,6,4,0.27,0.34
2026/1/2-12-8358,2026/1/2,12,8358,金居,3,32490,36485,-3995,5090,5379,-289,1537,-2,1826,-364,4,6,0.29,0.36
2026/1/2-12-3264,2026/1/2,12,3264,欣銓,4,29746,30329,-583,3134,2812,322,919,-1050,597,-1027,4,6,0.33,0.19
2026/1/2-12-3624,2026/1/2,12,3624,光頡,5,27464,28792,-1328,2284,2169,115,264,-356,149,-641,5,5,0.12,0.07
2026/1/2-12-5351,2026/1/2,12,5351,鈺創,6,26374,23163,3211,427,306,121,407,-516,286,-272,1,7,1.33,0.67
2026/1/2-12-6127,2026/1/2,12,6127,九豪,7,13336,13221,115,761,767,-6,132,-1079,138,-710,4,6,0.17,0.18
2026/1/2-12-4979,2026/1/2,12,4979,華星光,8,13140,13275,-135,3087,3143,-56,551,-57,607,251,4,6,0.18,0.20
2026/1/2-12-3236,2026/1/2,12,3236,千如,9,11183,11960,-777,910,945,-35,216,13,251,-245,4,6,0.23,0.28
2026/1/2-12-6173,2026/1/2,12,6173,信昌電,10,10857,11024,-167,4075,3514,561,1019,671,458,-195,6,4,0.29,0.11
2026/1/2-12-3105,2026/1/2,12,3105,穩懋,11,8364,9325,-961,3020,3541,-521,1345,802,1866,920,6,4,0.38,0.62
2026/1/2-12-8064,2026/1/2,12,8064,東捷,12,9137,9221,-84,818,795,23,160,-225,137,-153,8,2,0.20,0.17
2026/1/2-12-1785,2026/1/2,12,1785,光洋科,13,7677,8220,-543,2170,2581,-411,745,309,1156,653,5,5,0.29,0.53
2026/1/2-12-8043,2026/1/2,12,8043,蜜望實,14,7826,8032,-206,1226,1172,54,160,-16,106,-76,5,5,0.14,0.09
2026/1/2-12-8074,2026/1/2,12,8074,鉅橡,15,7738,8126,-388,640,662,-22,224,-168,246,-263,5,4,0.34,0.38
2026/1/2-12-5452,2026/1/2,12,5452,佶優,16,8042,7882,160,602,678,-76,144,-395,220,-559,5,5,0.21,0.37
2026/1/2-12-8431,2026/1/2,12,8431,匯鑽科,17,7655,8100,-445,1106,921,185,335,251,150,-102,5,5,0.36,0.14
2026/1/2-12-3402,2026/1/2,12,3402,漢科,18,7495,8043,-548,611,687,-76,101,-165,177,-4,5,4,0.15,0.29
2026/1/2-12-6548,2026/1/2,12,6548,長科*,19,7670,6912,758,1815,1461,354,730,-240,376,-84,4,5,0.50,0.21
2026/1/2-12-3689,2026/1/2,12,3689,湧德,20,7003,6631,372,2256,2134,122,803,27,681,84,3,7,0.38,0.30
2026/1/2-12-5483,2026/1/2,12,5483,中美晶,21,6505,5964,541,1521,1423,98,460,-582,362,-421,6,4,0.32,0.24
2026/1/2-12-8096,2026/1/2,12,8096,擎亞,22,6591,6283,308,945,731,214,243,-67,29,-69,8,1,0.33,0.03
2026/1/2-12-4772,2026/1/2,12,4772,台特化,23,6382,5501,881,603,467,136,250,-681,114,-313,5,5,0.54,0.19
2026/1/2-12-5328,2026/1/2,12,5328,華容,24,5756,5602,154,839,904,-65,206,-289,271,-224,5,5,0.23,0.32
2026/1/2-12-8042,2026/1/2,12,8042,金山電,25,6335,6180,155,3265,3071,194,445,205,251,-28,5,5,0.14,0.08
2026/1/2-12-6163,2026/1/2,12,6163,華電網,26,6262,5962,300,639,603,36,271,-243,235,-132,5,5,0.45,0.37
2026/1/2-12-6274,2026/1/2,12,6274,台燿,27,4729,5176,-447,1029,1067,-38,415,-1192,453,-1563,6,4,0.39,0.44
2026/1/2-12-3455,2026/1/2,12,3455,由田,28,5317,5176,141,571,585,-14,103,-3,117,-22,4,6,0.18,0.20
2026/1/2-12-3663,2026/1/2,12,3663,鑫科,29,5093,4959,134,840,714,126,254,-7,128,-151,5,5,0.36,0.15
2026/1/2-12-8069,2026/1/2,12,8069,元太,30,4557,4607,-50,4557,4607,-50,1736,,1786,,4,6,0.38,0.39
2026/1/2-13-1815,2026/1/2,13,1815,富喬,1,58054,55982,2072,21664,21557,107,5344,2869,5237,2282,6,4,0.25,0.24
2026/1/2-13-6265,2026/1/2,13,6265,方土昶,2,50862,48529,2333,11704,10823,881,1984,1529,1103,802,7,3,0.18,0.09
2026/1/2-13-8358,2026/1/2,13,8358,金居,3,37195,41083,-3888,4705,4598,107,1644,107,1537,-289,3,7,0.36,0.33
2026/1/2-13-3264,2026/1/2,13,3264,欣銓,4,34935,35691,-756,5189,5362,-173,1534,615,1707,1110,3,7,0.29,0.33
2026/1/2-13-3624,2026/1/2,13,3624,光頡,5,36072,36203,-131,8608,7411,1197,2626,2362,1429,1280,3,7,0.35,0.17
2026/1/2-13-5351,2026/1/2,13,5351,鈺創,6,27131,23630,3501,757,467,290,686,279,396,110,1,7,1.47,0.52
2026/1/2-13-4979,2026/1/2,13,4979,華星光,7,17031,17681,-650,3891,4406,-515,844,293,1359,752,3,7,0.19,0.35
2026/1/2-13-6173,2026/1/2,13,6173,信昌電,8,14801,14834,-33,3944,3810,134,598,-421,464,6,5,5,0.16,0.12
2026/1/2-13-6127,2026/1/2,13,6127,九豪,9,13616,14150,-534,1086,1111,-25,457,325,482,344,2,8,0.41,0.44
2026/1/2-13-3236,2026/1/2,13,3236,千如,10,13224,14191,-967,2041,2231,-190,204,-12,394,143,3,7,0.09,0.19
2026/1/2-13-3105,2026/1/2,13,3105,穩懋,11,11872,12904,-1032,3508,3579,-71,1751,406,1822,-44,6,4,0.49,0.52
2026/1/2-13-1785,2026/1/2,13,1785,光洋科,12,10503,10105,398,3275,2820,455,800,55,345,-811,5,5,0.28,0.11
2026/1/2-13-8064,2026/1/2,13,8064,東捷,13,10780,10926,-146,1643,1705,-62,692,532,754,617,4,6,0.41,0.46
2026/1/2-13-8043,2026/1/2,13,8043,蜜望實,14,10553,10130,423,2727,2098,629,856,696,227,121,7,3,0.41,0.08
2026/1/2-13-8074,2026/1/2,13,8074,鉅橡,15,9615,9913,-298,1877,1787,90,551,327,461,215,4,6,0.31,0.25
2026/1/2-13-3689,2026/1/2,13,3689,湧德,16,10016,9430,586,3219,2761,458,1634,831,1176,495,6,4,0.59,0.37
2026/1/2-13-6548,2026/1/2,13,6548,長科*,17,9739,8814,925,2069,1902,167,927,197,760,384,3,7,0.49,0.37
2026/1/2-13-8431,2026/1/2,13,8431,匯鑽科,18,8767,9089,-322,1112,989,123,378,43,255,105,6,4,0.38,0.23
2026/1/2-13-3402,2026/1/2,13,3402,漢科,19,8549,9079,-530,1054,1036,18,268,167,250,73,7,3,0.26,0.24
2026/1/2-13-5483,2026/1/2,13,5483,中美晶,20,8323,7439,884,1835,1593,242,702,242,460,98,7,3,0.44,0.25
2026/1/2-13-5452,2026/1/2,13,5452,佶優,21,8728,8482,246,951,869,82,244,100,162,-58,9,1,0.28,0.17
2026/1/2-13-5328,2026/1/2,13,5328,華容,22,6904,7382,-478,1709,1780,-71,367,161,438,167,5,5,0.21,0.26
2026/1/2-13-8096,2026/1/2,13,8096,擎亞,23,7803,7490,313,1496,1377,119,517,274,398,369,5,5,0.38,0.27
2026/1/2-13-6163,2026/1/2,13,6163,華電網,24,8086,7596,490,1721,1822,-101,388,117,489,254,4,6,0.21,0.28
2026/1/2-13-8042,2026/1/2,13,8042,金山電,25,7590,7397,193,1255,1217,38,264,-181,226,-25,5,5,0.22,0.18
2026/1/2-13-5309,2026/1/2,13,5309,系統電,26,7014,6797,217,7014,6797,217,1429,,1212,,7,3,0.21,0.17
2026/1/2-13-8069,2026/1/2,13,8069,元太,27,7347,7065,282,2790,2458,332,1963,227,1631,-155,3,7,0.80,0.58
2026/1/2-13-6274,2026/1/2,13,6274,台燿,28,6233,6647,-414,1884,1607,277,576,161,299,-154,7,3,0.36,0.16
2026/1/2-13-4772,2026/1/2,13,4772,台特化,29,7028,6249,779,646,748,-102,322,72,424,310,6,4,0.43,0.66
2026/1/2-13-6175,2026/1/2,13,6175,立敦,30,6475,6125,350,6475,6125,350,2005,,1655,,3,7,0.33,0.26
2026/1/5-10-5351,2026/1/5,10,5351,鈺創,1,30678,32420,-1742,30678,32420,-1742,2812,,4554,,3,7,0.09,0.15
2026/1/5-10-1815,2026/1/5,10,1815,富喬,2,23763,25117,-1354,23763,25117,-1354,3452,,4806,,4,6,0.14,0.20
2026/1/5-10-6127,2026/1/5,10,6127,九豪,3,22323,23633,-1310,22323,23633,-1310,2181,,3491,,7,3,0.09,0.16
2026/1/5-10-3624,2026/1/5,10,3624,光頡,4,13341,14785,-1444,13341,14785,-1444,1282,,2726,,4,6,0.09,0.20
2026/1/5-10-8358,2026/1/5,10,8358,金居,5,11505,11585,-80,11505,11585,-80,2153,,2233,,6,4,0.19,0.19
2026/1/5-10-6173,2026/1/5,10,6173,信昌電,6,10262,11367,-1105,10262,11367,-1105,1189,,2294,,4,6,0.10,0.22
2026/1/5-10-3236,2026/1/5,10,3236,千如,7,9956,9605,351,9956,9605,351,1139,,788,,5,5,0.12,0.08
2026/1/5-10-3105,2026/1/5,10,3105,穩懋,8,7082,6414,668,7082,6414,668,2004,,1336,,6,4,0.31,0.19
2026/1/5-10-6175,2026/1/5,10,6175,立敦,9,6783,6897,-114,6783,6897,-114,679,,793,,7,3,0.10,0.12
2026/1/5-10-5443,2026/1/5,10,5443,均豪,10,7064,7159,-95,7064,7159,-95,1070,,1165,,7,3,0.15,0.16
2026/1/5-10-6548,2026/1/5,10,6548,長科*,11,6461,5714,747,6461,5714,747,1254,,507,,5,5,0.22,0.08
2026/1/5-10-3264,2026/1/5,10,3264,欣銓,12,5620,5945,-325,5620,5945,-325,1121,,1446,,7,3,0.19,0.26
2026/1/5-10-5328,2026/1/5,10,5328,華容,13,5535,5123,412,5535,5123,412,735,,323,,8,2,0.14,0.06
2026/1/5-10-8431,2026/1/5,10,8431,匯鑽科,14,5106,5541,-435,5106,5541,-435,794,,1229,,4,6,0.14,0.24
2026/1/5-10-4979,2026/1/5,10,4979,華星光,15,5129,5354,-225,5129,5354,-225,888,,1113,,4,6,0.17,0.22
2026/1/5-10-3163,2026/1/5,10,3163,波若威,16,4691,5261,-570,4691,5261,-570,1139,,1709,,6,4,0.22,0.36
2026/1/5-10-1785,2026/1/5,10,1785,光洋科,17,4874,5492,-618,4874,5492,-618,514,,1132,,4,6,0.09,0.23
2026/1/5-10-3689,2026/1/5,10,3689,湧德,18,4693,5278,-585,4693,5278,-585,1036,,1621,,6,4,0.20,0.35
2026/1/5-10-4772,2026/1/5,10,4772,台特化,19,4352,4820,-468,4352,4820,-468,528,,996,,5,5,0.11,0.23
2026/1/5-10-5483,2026/1/5,10,5483,中美晶,20,3728,4149,-421,3728,4149,-421,549,,970,,6,4,0.13,0.26
2026/1/5-10-4939,2026/1/5,10,4939,亞電,21,4397,4212,185,4397,4212,185,761,,576,,5,5,0.18,0.13
2026/1/5-10-8074,2026/1/5,10,8074,鉅橡,22,4238,4273,-35,4238,4273,-35,407,,442,,5,5,0.10,0.10
2026/1/5-10-8088,2026/1/5,10,8088,品安,23,3936,4349,-413,3936,4349,-413,253,,666,,4,6,0.06,0.17
2026/1/5-10-8043,2026/1/5,10,8043,蜜望實,24,3729,4243,-514,3729,4243,-514,568,,1082,,3,7,0.13,0.29
2026/1/5-10-3709,2026/1/5,10,3709,鑫聯大投控,25,3641,4241,-600,3641,4241,-600,989,,1589,,5,5,0.23,0.44
2026/1/5-10-6182,2026/1/5,10,6182,合晶,26,3252,3395,-143,3252,3395,-143,223,,366,,4,6,0.07,0.11
2026/1/5-10-8054,2026/1/5,10,8054,安國,27,3431,3912,-481,3431,3912,-481,325,,806,,5,5,0.08,0.23
2026/1/5-10-8042,2026/1/5,10,8042,金山電,28,3669,3876,-207,3669,3876,-207,428,,635,,5,5,0.11,0.17
2026/1/5-10-6485,2026/1/5,10,6485,點序,29,3393,3618,-225,3393,3618,-225,855,,1080,,6,4,0.24,0.32
2026/1/5-10-8299,2026/1/5,10,8299,群聯,30,3287,3671,-384,3287,3671,-384,279,,663,,6,4,0.08,0.20
2026/1/5-11-1815,2026/1/5,11,1815,富喬,1,33161,34901,-1740,10274,10943,-669,1931,-1521,2600,-2206,5,5,0.18,0.25
2026/1/5-11-5351,2026/1/5,11,5351,鈺創,2,35239,36300,-1061,5440,4903,537,3252,440,2715,-1839,2,7,0.66,0.50
2026/1/5-11-6127,2026/1/5,11,6127,九豪,3,27813,28749,-936,5490,5116,374,793,-1388,419,-3072,5,5,0.16,0.08
2026/1/5-11-3624,2026/1/5,11,3624,光頡,4,16609,17425,-816,3559,3416,143,416,-866,273,-2453,6,4,0.12,0.08
2026/1/5-11-8358,2026/1/5,11,8358,金居,5,15598,15348,250,4093,3763,330,985,-1168,655,-1578,8,2,0.26,0.16
2026/1/5-11-6173,2026/1/5,11,6173,信昌電,6,12745,13876,-1131,2483,2509,-26,311,-878,337,-1957,4,6,0.12,0.14
2026/1/5-11-3236,2026/1/5,11,3236,千如,7,12608,12478,130,2652,2873,-221,530,-609,751,-37,4,6,0.18,0.28
2026/1/5-11-5443,2026/1/5,11,5443,均豪,8,9593,9287,306,2630,2520,110,384,-686,274,-891,4,6,0.15,0.10
2026/1/5-11-3264,2026/1/5,11,3264,欣銓,9,8974,9268,-294,3578,3486,92,503,-618,411,-1035,5,5,0.14,0.11
2026/1/5-11-3105,2026/1/5,11,3105,穩懋,10,8886,8752,134,2251,2566,-315,596,-1408,911,-425,5,5,0.23,0.40
2026/1/5-11-6175,2026/1/5,11,6175,立敦,11,8866,8643,223,2083,1746,337,583,-96,246,-547,6,4,0.33,0.12
2026/1/5-11-3689,2026/1/5,11,3689,湧德,12,8271,9106,-835,3820,3964,-144,478,-558,622,-999,4,6,0.12,0.16
2026/1/5-11-4979,2026/1/5,11,4979,華星光,13,8182,8465,-283,3338,3251,87,634,-254,547,-566,5,5,0.20,0.16
2026/1/5-11-6548,2026/1/5,11,6548,長科*,14,8255,7281,974,1794,1567,227,895,-359,668,161,4,6,0.57,0.37
2026/1/5-11-1785,2026/1/5,11,1785,光洋科,15,6654,7114,-460,2069,1744,325,749,235,424,-708,6,4,0.43,0.20
2026/1/5-11-5328,2026/1/5,11,5328,華容,16,6786,6358,428,1251,1235,16,292,-443,276,-47,6,4,0.24,0.22
2026/1/5-11-3163,2026/1/5,11,3163,波若威,17,6574,6294,280,1886,1435,451,737,-402,286,-1423,5,5,0.51,0.15
2026/1/5-11-5483,2026/1/5,11,5483,中美晶,18,5361,5492,-131,1633,1343,290,556,7,266,-704,6,4,0.41,0.16
2026/1/5-11-8431,2026/1/5,11,8431,匯鑽科,19,5555,6193,-638,449,652,-203,11,-783,214,-1015,1,8,0.02,0.48
2026/1/5-11-4772,2026/1/5,11,4772,台特化,20,5175,5672,-497,823,852,-29,142,-386,171,-825,5,5,0.17,0.21
2026/1/5-11-8074,2026/1/5,11,8074,鉅橡,21,5331,5616,-285,1093,1343,-250,42,-365,292,-150,1,8,0.03,0.27
2026/1/5-11-4939,2026/1/5,11,4939,亞電,22,5221,5020,201,824,808,16,205,-556,189,-387,4,6,0.25,0.23
2026/1/5-11-8043,2026/1/5,11,8043,蜜望實,23,4913,5535,-622,1184,1292,-108,206,-362,314,-768,5,5,0.16,0.27
2026/1/5-11-6274,2026/1/5,11,6274,台燿,24,4795,4783,12,4795,4783,12,1046,,1034,,6,4,0.22,0.22
2026/1/5-11-8088,2026/1/5,11,8088,品安,25,4760,5103,-343,934,996,-62,57,-196,119,-547,3,7,0.06,0.13
2026/1/5-11-8054,2026/1/5,11,8054,安國,26,4484,5142,-658,1191,1349,-158,156,-169,314,-492,6,4,0.12,0.26
2026/1/5-11-3709,2026/1/5,11,3709,鑫聯大投控,27,4163,4874,-711,683,811,-128,187,-802,315,-1274,4,6,0.23,0.46
2026/1/5-11-6182,2026/1/5,11,6182,合晶,28,3991,3907,84,917,664,253,347,124,94,-272,6,4,0.52,0.10
2026/1/5-11-8064,2026/1/5,11,8064,東捷,29,4202,4239,-37,4202,4239,-37,652,,689,,7,3,0.15,0.16
2026/1/5-11-8299,2026/1/5,11,8299,群聯,30,4197,4562,-365,910,891,19,185,-94,166,-497,4,6,0.21,0.18
2026/1/5-12-1815,2026/1/5,12,1815,富喬,1,35523,36399,-876,2221,2159,62,428,-1503,366,-2234,6,4,0.20,0.16
2026/1/5-12-5351,2026/1/5,12,5351,鈺創,2,35765,36610,-845,526,310,216,440,-2812,224,-2491,1,8,1.42,0.43
2026/1/5-12-6127,2026/1/5,12,6127,九豪,3,30891,31599,-708,3078,2850,228,577,-216,349,-70,7,3,0.20,0.11
2026/1/5-12-8358,2026/1/5,12,8358,金居,4,18830,18229,601,3232,2881,351,1143,158,792,137,7,3,0.40,0.25
2026/1/5-12-3624,2026/1/5,12,3624,光頡,5,17380,18139,-759,771,714,57,204,-212,147,-126,5,5,0.29,0.19
2026/1/5-12-6173,2026/1/5,12,6173,信昌電,6,13165,14288,-1123,420,412,8,110,-201,102,-235,6,4,0.27,0.24
2026/1/5-12-3236,2026/1/5,12,3236,千如,7,13586,13444,142,978,966,12,175,-355,163,-588,6,4,0.18,0.17
2026/1/5-12-3689,2026/1/5,12,3689,湧德,8,11023,11871,-848,3266,3045,221,474,-4,253,-369,5,5,0.16,0.08
2026/1/5-12-3264,2026/1/5,12,3264,欣銓,9,10129,10288,-159,1155,1020,135,263,-240,128,-283,6,4,0.26,0.11
2026/1/5-12-5443,2026/1/5,12,5443,均豪,10,10515,10110,405,922,823,99,242,-142,143,-131,9,1,0.29,0.16
2026/1/5-12-3105,2026/1/5,12,3105,穩懋,11,10018,9891,127,1132,1139,-7,766,170,773,-138,8,2,0.67,0.68
2026/1/5-12-6175,2026/1/5,12,6175,立敦,12,9541,9578,-37,1056,1220,-164,326,-257,490,244,5,5,0.27,0.46
2026/1/5-12-4979,2026/1/5,12,4979,華星光,13,9170,9272,-102,988,807,181,246,-388,65,-482,7,3,0.30,0.07
2026/1/5-12-6548,2026/1/5,12,6548,長科*,14,9443,8277,1166,1188,996,192,704,-191,512,-156,6,4,0.71,0.43
2026/1/5-12-1785,2026/1/5,12,1785,光洋科,15,7865,8522,-657,1211,1408,-197,298,-451,495,71,8,2,0.21,0.41
2026/1/5-12-3163,2026/1/5,12,3163,波若威,16,7106,6722,384,532,428,104,333,-404,229,-57,7,3,0.78,0.43
2026/1/5-12-5328,2026/1/5,12,5328,華容,17,7172,6682,490,386,324,62,230,-62,168,-108,8,2,0.71,0.44
2026/1/5-12-5483,2026/1/5,12,5483,中美晶,18,6142,6080,62,832,1148,-316,386,-170,702,436,5,5,0.34,0.84
2026/1/5-12-8431,2026/1/5,12,8431,匯鑽科,19,6381,6697,-316,1214,702,512,690,679,178,-36,3,7,0.98,0.15
2026/1/5-12-4772,2026/1/5,12,4772,台特化,20,5675,6215,-540,500,543,-43,112,-30,155,-16,5,5,0.21,0.31
2026/1/5-12-8074,2026/1/5,12,8074,鉅橡,21,5945,6281,-336,843,890,-47,223,181,270,-22,3,7,0.25,0.32
2026/1/5-12-6274,2026/1/5,12,6274,台燿,22,5514,5457,57,719,674,45,430,-616,385,-649,7,3,0.64,0.54
2026/1/5-12-4939,2026/1/5,12,4939,亞電,23,5546,5611,-65,590,698,-108,91,-114,199,10,3,6,0.13,0.34
